/static/assets/win.mp3:1  Failed to load resource: the server responded with a status of 404 (Not Found)
 Moles updated, visible moles: 2, Game Time: 11.65s, Max Visible: 2, Max Appear Duration: 1520ms
 Moles updated, visible moles: 1, Game Time: 20.62s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.63s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.65s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.67s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.68s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.70s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.72s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.73s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.75s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.77s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.78s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.80s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.82s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.83s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.85s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.87s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.88s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.90s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.92s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.93s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.95s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.97s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 20.98s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.00s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.02s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.03s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.05s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.07s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.08s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.10s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.12s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.13s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.15s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.17s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.18s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.20s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.22s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.23s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.25s, Max Visible: 1, Max Appear Duration: 920ms
 normal Mole disappeared at: (300, 333.33333333333337), Time: 1728401472143, Duration: 934ms
 Moles updated, visible moles: 1, Game Time: 21.27s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 21.28s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 21.30s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 21.32s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 21.33s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 21.35s, Max Visible: 1, Max Appear Duration: 920ms
 fast Mole appeared at: (300, 200), Time: 1728401472243, Game Time: 21.37s, Appear Duration: 1000ms
 Moles updated, visible moles: 0, Game Time: 21.37s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.38s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.40s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.42s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.43s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.45s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.47s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.48s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.50s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.52s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.53s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.55s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.57s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.58s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.60s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.62s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.63s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.65s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.67s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.68s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.70s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.72s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.73s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.75s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.77s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.78s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.80s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.82s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.83s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.85s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.87s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.88s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.90s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.92s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.93s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.95s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.97s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 21.98s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.00s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.02s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.03s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.05s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.07s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.08s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.10s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.12s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.13s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.15s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.17s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.18s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.20s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.22s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.23s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.25s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.27s, Max Visible: 1, Max Appear Duration: 920ms
 fast Mole hit at: (320, 193.1999969482422), Score: 24
 Moles updated, visible moles: 0, Game Time: 22.28s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.30s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.32s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.33s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.35s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.37s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.38s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.40s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.42s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.43s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.45s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.47s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.48s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.50s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.52s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.53s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.55s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.57s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.58s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.60s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.62s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 22.63s, Max Visible: 1, Max Appear Duration: 920ms
 normal Mole appeared at: (500, 333.33333333333337), Time: 1728401473526, Game Time: 22.65s, Appear Duration: 2000ms
 Moles updated, visible moles: 0, Game Time: 22.65s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.67s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.68s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.70s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.72s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.73s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.75s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.77s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.78s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.80s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.82s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.83s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.85s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.87s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.88s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.90s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.92s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.93s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.95s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.97s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 22.98s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.00s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.02s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.03s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.05s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.07s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.08s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.10s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.12s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.13s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.15s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.17s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.18s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.20s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.22s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.23s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.25s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.27s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.28s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.30s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.32s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.33s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.35s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.37s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.39s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.40s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.42s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.43s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.45s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.47s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.48s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.50s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.52s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.53s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.55s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.57s, Max Visible: 1, Max Appear Duration: 920ms
 normal Mole disappeared at: (500, 333.33333333333337), Time: 1728401474460, Duration: 934ms
 Moles updated, visible moles: 1, Game Time: 23.58s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.60s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.62s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.63s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.65s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.67s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.68s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.70s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.72s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.73s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.75s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.77s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.78s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.80s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 23.82s, Max Visible: 1, Max Appear Duration: 920ms
 normal Mole appeared at: (300, 66.66666666666667), Time: 1728401474709, Game Time: 23.83s, Appear Duration: 2000ms
 Moles updated, visible moles: 0, Game Time: 23.83s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.85s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.87s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.89s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.90s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.92s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.93s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.95s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.97s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 23.98s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.00s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.02s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.03s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.05s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.07s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.08s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.10s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.12s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.14s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.15s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.17s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.18s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.20s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.22s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.23s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.25s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.27s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.28s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.30s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.32s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.33s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.35s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.37s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.38s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.40s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.42s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.43s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.45s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.47s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.48s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.50s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.52s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.53s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.55s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.57s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.58s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.60s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.62s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.64s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.65s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.67s, Max Visible: 1, Max Appear Duration: 920ms
 normal Mole hit at: (290, 62.19999694824219), Score: 25
 Moles updated, visible moles: 0, Game Time: 24.68s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 24.70s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 24.72s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 0, Game Time: 24.73s, Max Visible: 1, Max Appear Duration: 920ms
 golden Mole appeared at: (100, 333.33333333333337), Time: 1728401475626, Game Time: 24.75s, Appear Duration: 750ms
 Moles updated, visible moles: 0, Game Time: 24.75s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.77s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.78s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.80s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.82s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.83s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.85s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.87s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.88s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.90s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.92s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.93s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.95s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.97s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 24.98s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.00s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.02s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.03s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.05s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.07s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.08s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.10s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.12s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.13s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.15s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.17s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.18s, Max Visible: 1, Max Appear Duration: 920ms
 Moles updated, visible moles: 1, Game Time: 25.20s, Max Visible: 1, Max Appear Duration: 920ms
